Mês/Ano,Razão Social,CNPJ,Região,Estado,Município,Produto,Quantidade (m³)
08/2018,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),117
08/2018,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1014
08/2018,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),45
08/2018,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),169
08/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1942
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),315
08/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1109
08/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),487
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE FRITURA USADO,55
08/2018,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE FRITURA USADO,49
08/2018,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE FRITURA USADO,749
08/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE FRITURA USADO,14
08/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE FRITURA USADO,3695
08/2018,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE FRITURA USADO,3902
08/2018,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE FRITURA USADO,118
08/2018,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE FRITURA USADO,123
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE MILHO,995
08/2018,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE MILHO,39
08/2018,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2124
08/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,1073
08/2018,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),5906
08/2018,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),15713
08/2018,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),12853
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),23949
08/2018,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),31
08/2018,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),30275
08/2018,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),197
08/2018,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),6359
08/2018,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),10785
08/2018,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),2376
08/2018,CARAMURU ALIMENTOS S.A.,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),7332
08/2018,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),17289
08/2018,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),8724
08/2018,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),4288
08/2018,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),3562
08/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),7301
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),11412
08/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),1492
08/2018,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,ÓLEO DE SOJA (GLYCINE MAX),1780
08/2018,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),291
08/2018,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),8114
08/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),11895
08/2018,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),18938
08/2018,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,ÓLEO DE SOJA (GLYCINE MAX),27194
08/2018,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),5167
08/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),19040
08/2018,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),11123
08/2018,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),4028
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),10743
08/2018,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),20644
08/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),12477
08/2018,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),13561
08/2018,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),10291
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,1855
"08/2018,""BIOCAMP INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE BIODIESEL LTDA"",08094915000115,CENTRO OESTE,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,8713"
08/2018,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,76
08/2018,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,14319
08/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,OUTROS MATERIAIS GRAXOS,3637
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,261
08/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,OUTROS MATERIAIS GRAXOS,3643
08/2018,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,OUTROS MATERIAIS GRAXOS,61
08/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,OUTROS MATERIAIS GRAXOS,309
08/2018,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,OUTROS MATERIAIS GRAXOS,1171
08/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,OUTROS MATERIAIS GRAXOS,1918
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÁCIDO GRAXO DE ÓLEO DE SOJA,108
07/2018,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÁCIDO GRAXO DE ÓLEO DE SOJA,122
07/2018,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÁCIDO GRAXO DE ÓLEO DE SOJA,737
07/2018,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA BOVINA,5416
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,GORDURA BOVINA,2184
07/2018,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,GORDURA BOVINA,930
07/2018,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA BOVINA,515
07/2018,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,GORDURA BOVINA,3651
07/2018,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,GORDURA BOVINA,3348
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,GORDURA BOVINA,2117
07/2018,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,GORDURA BOVINA,2425
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,GORDURA BOVINA,810
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA BOVINA,4729
07/2018,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA BOVINA,7134
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,GORDURA BOVINA,2312
07/2018,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA BOVINA,7955
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,GORDURA BOVINA,980
07/2018,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,GORDURA BOVINA,5551
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,GORDURA BOVINA,495
07/2018,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,GORDURA BOVINA,7810
07/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA BOVINA,509
07/2018,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA DE FRANGO,32
07/2018,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,GORDURA DE FRANGO,18
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA DE FRANGO,164
07/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA DE FRANGO,389
07/2018,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE FRANGO,2242
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,GORDURA DE FRANGO,1859
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,GORDURA DE FRANGO,1043
07/2018,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA DE PORCO,395
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,GORDURA DE PORCO,138
07/2018,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,GORDURA DE PORCO,11
07/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA DE PORCO,4819
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,GORDURA DE PORCO,1421
07/2018,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE PORCO,217
07/2018,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,GORDURA DE PORCO,319
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,GORDURA DE PORCO,2246
07/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA DE PORCO,1581
07/2018,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),300
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),918
07/2018,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),290
07/2018,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1129
07/2018,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),127
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),949
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),162
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),84
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),568
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE FRITURA USADO,172
07/2018,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE FRITURA USADO,942
07/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE FRITURA USADO,4598
07/2018,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE FRITURA USADO,3488
07/2018,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE FRITURA USADO,124
07/2018,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE FRITURA USADO,113
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE MILHO,753
07/2018,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,0
07/2018,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,4974
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,929
07/2018,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),6579
07/2018,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),15539
07/2018,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),11254
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),23604
07/2018,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),65
07/2018,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),31528
07/2018,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),61
07/2018,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),5966
07/2018,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),8361
07/2018,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),1216
07/2018,CARAMURU ALIMENTOS S.A.,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),6540
07/2018,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),17471
07/2018,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),18056
07/2018,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),5065
07/2018,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),6667
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),6396
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),7278
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),370
07/2018,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,ÓLEO DE SOJA (GLYCINE MAX),1709
07/2018,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),767
07/2018,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),7012
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),13911
07/2018,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),20690
07/2018,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,ÓLEO DE SOJA (GLYCINE MAX),27091
07/2018,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),5893
07/2018,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),18715
07/2018,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),6621
07/2018,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),3348
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),12035
07/2018,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),22900
07/2018,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),13902
07/2018,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),12386
07/2018,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),10982
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,3041
"07/2018,""BIOCAMP INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE BIODIESEL LTDA"",08094915000115,CENTRO OESTE,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,8818"
07/2018,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,150
07/2018,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,12939
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,OUTROS MATERIAIS GRAXOS,4667
07/2018,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,249
07/2018,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,OUTROS MATERIAIS GRAXOS,4270
